,Tweet
3081,"@minnanomikuchan 無駄使いにもほどがないよ。
税金で箸にも棒にもかからない方とはしゃぐだけだろ
政治家の税金無駄使いは絶対に許さない。"
3082,つくづく、戦争ってのは終わらせ方が大変だ。政治家とか国の指導者の本領発揮を期待。
3083,"ワク💉にmRNAが入っていると言ったのは誰か❓
テレビとそこに登場する大学教授たちだ。
彼らの正体は何か❓ 
カバールだ。
だったらmRNAなど入っていないのだ。
本当に入っていたら、カバール自身がそう言う訳がない❗
ワクに入っているのはナノスケールのカミソリ「酸化グラフェン」その他だ‼️
. https://t.co/l9AhlWoB8s"
3084,"日本の政治家は無能ですね。😠
このままでは、日本の未来が危ないです。
#日本の危機 https://t.co/OM3Rvbx5cL"
3085,"NHKの悪魔(強そう)

#国際政治ch"
3086,"@freewor01467990 外務省が糞なんですよね。
あと、この国の親韓な政治家達。"
3087,"@gameoftheweak 先進国インデックスは、先進国というよりも、政治的に安定している民主主義国陣営と言った方がいいかもしれないですね。

新興国は、中国や韓国は抜きで、インド、東南アジア諸国で、国を選ばないといけないですね。

以前、VWOを持っていたものの、ウクライナ紛争で売却しました。"
3088,NHKスペシャルでの原爆の弾薬庫は、中国インドロシアではなく沖縄本島の辺野古弾頭の弾薬庫に、大量の原水爆が格納されている。相互確証破壊では沖縄県は辺野古の弾薬庫には原水爆がある。NHKスペシャルそっくりである。アメリカはアメリカ軍事産業圧力団体政治学で精神病者で https://t.co/hRSM2MmZuB
3089,"ラースとビアンカの信頼構築を段階的に描出する事で【人質が犯人に同情的になる心理を病として定義する事＝犯罪者を絶対悪に固定化しようとする政治的詭弁】として浮かび上がらせようとする意図を感じた。
銀行から外に出る事がないため舞台的な脚本の印象がある。"
3090,"そろそろ来年の統一地方選挙の事考えないと。
とにかく、みんな投票に行って欲しい。
まずはそこから。
できれば、知ってる人だから投票するのではなく、政治家になって何をしてくれるのかを考えて、判断して欲しい。

#統一地方選挙2023"
3091,@donquixote2018 @aomakigami2006 知名度なら、しまぞうZさんが圧倒的かな。
3092,"最近は政治垢はあんまり見ない。

ポケモン垢で遊んでる🤗♪

より良い日本、より良い世界になりますように

😊
🙏"
3093,@info_history1 私らが昆虫を食べるその前に、私らに昆虫を食べさせようとする政治家の処刑は必須だと思います。我々は易々諾々と昆虫食べていてはいけないと思います。
3094,政府がドケチになればなるほど国民の財布は固く閉まるんだよ！それが分かっていない政治家ばかり。
3095,"@uirousakura ヘイトヤメタラシンジャウ症候群なんでしょきっとwww
#ネトウヨ"
3096,"""びわ湖放送（大津市）は九日の取締役会で、新社長に前県農政水産部長の西川忠雄氏（６０）を内定した""

滋賀県…🙄

県職からの天下りですわ☔️

メディアと政治権力は地方自治体レベルであっても互いに独立・中立の関係じゃないといけないとワタシも思います

https://t.co/CqFY2533Mt https://t.co/XjzXhUNRfR"
3097,昔、ＮＨＫで、太田光さんがその道の権威の学者を尋ね、「あなたの言ってること分かんないから、分かるように説明してくださいよ」と繰り返すだけの愚劣すぎる番組を見て、この人に社会や政治問題を語らせる日本のテレビ業界のレベルの低さに唖然とした事を思い出す。
3098,LGBTとか、ある程度の法的整備は必要と考えていますが、その政治活動をされている方が、弱者権利を過剰に行使したり、思想活動が入ったりすることについては同意しかねます。 https://t.co/ksVyuiauhs
3099,"@smallblue11 この寒い時に外で過ごす人、お腹を空かせたまま過ごす人
人の金で夜な夜なご馳走食らうあの人たちは想像もできないのでしょうかね
政治家ならやるべきことがあるはずなのに"
3100,性暴力被害者にとって冷たい国である日本。 https://t.co/OK8st4FZwJ
3101,"@japan6600211 当然の事ですよね。
何で”反日政党”に、日本の政治を任せられると思えるのか？
本当は行政には興味が無く、自分の選挙に当選したいだけなのか？

私は後者だと思いますけど。。。"
3102,"わたしに一番近い政治思想は「右翼ポピュリズム」だよ！あなたは？ https://t.co/3Sa3kLm3oY #8values #8valuesJa
俺も右側という自覚はあるけど、ポピュリズムだとは思えないのだが。"
3103,@molswa_02 邪魔な政治家を沈殺めるのは極道さんからもヨシ！って許可出てるからね、真面目だよね。
3104,"@1swdC24bvVFQXT2 清廉潔白にすぎる政治家は、家産減らして、力失うよw
世襲なんて(ಡ艸ಡ) ﾑﾘwww

真面目に考えてる人は、主流派になれないのよね💦"
3105,戦争の不安の時代に求められる新しい考え方柳澤 協二（NPO法人国際地政学研究所 理事長 ） | 市民連合 https://t.co/CcWIqgdQIB ＞日本は、戦争を回避する独自の発想を持たなければならない。それは、右でも左でもなく、政治が考えなければならない最大の課題である。
3106,"【思想】中国思想：
孔子＝仁と礼を重視。徳のある君主が政治を治める徳治主義を主張。
孟子＝性善説を主張。人間には四つの心（惻隠、羞悪、辞譲、是非）があるとした。仁と義を重視。
荀子＝性悪説を主張。「礼」によって矯正すべしとした。
上記三名は儒家。"
3107,@62tFp @SOgitsu 政治資金規制法違反でどこまで詰められるか、黒川辞任するなら早いほうがいいぞ
3108,"@cristal_casa 日本のマスコミ、政治家の言ってることの逆が真実と心得ています。
テレビは子供のアニメだけ…あとは見ないに限ります!"
3109,"ウクライナも中国も大切でしょう。
でも他ならぬ足元の日本がこれほどの危機にあるのに、日本の経済、日本の政治、日本のコロナ対策について全然深掘りしようとしない。
松原耕二さん。山口県出身者は結局自民党安倍派におもねるのですか？ https://t.co/k1VzhTf18r"
3110,"在特会の政治的主張には、差別的要素は存在するが、韓国が国単位で行っている「反日教育」の中にも、かなり差別的要素が存在する。
つまり、反日教育を行う韓国は日本のヘイトスピーチ問題を批判することは、自身の否定でもある。"
3111,世界的な政治でも遺憾はあるみたい / 国連安保理、ミャンマー巡る決議採択　国軍に暴力停止を要求 #NewsPicks https://t.co/2qgoFxw38O
3112,今こそ、教育・宗教・政治を建て直し、共生の実践として世界が自立再生の道を歩むことこそが地球を救ふ唯一の道であり、祖国日本は至誠を貫き、率先垂範して国家を経綸し、国体を護持して、その伝統による叡知と努力を世界に捧げて万葉一統の理想世界を実現すべき責務がある。 南出喜久治著まほらまと
